x_km,y_km,soil_moisture,elevation_m,distance_to_river_km,landcover_code
1.28636642645504,3.811953664532358,0.37262255117218607,242.3714849459498,0.212327610960517,1
8.93799108298383,6.680695019773218,0.23902277619121953,240.39251035549677,3.9551953260500428,2
5.939870091585048,2.8144445239038927,0.33483248388261594,239.50129067434483,0.5594159353019887,1
5.773523045402574,5.0457536006969566,0.2970376617446808,246.98864373470292,1.598451534687312,2
6.963895656832218,5.7834026557328695,0.24846924270980592,243.16011107088806,2.815249953032647,2
9.16058226085668,5.8806042763190725,0.3312888458979431,237.88699075718537,3.124474851483777,3
3.199882947477044,4.52812625189568,0.3602304286722621,252.9776105185023,0.2451909988317187,1
2.082250777270873,3.8652957483517625,0.36927695519938586,243.85701534265,0.36712260281797526,1
7.478080547177596,6.153723440314251,0.2498199411016531,244.14105635721305,3.332418516719592,2
3.082912550513318,3.166179985135355,0.34236212340669053,240.03924015313754,1.1257755574698738,2
8.946579936546442,5.405855624820096,0.30253609203583814,231.17407002985968,2.6793910217128705,3
3.3056867141877735,5.889975460523825,0.32603142899153803,255.7234937754785,1.6180475392705755,2
4.6719308723248805,1.427680191570837,0.30516115200289257,232.62492040707951,2.487789793921385,3
9.35208353741071,6.808763817366914,0.2668372167965048,241.12614280492312,4.017169143366255,2
8.745012492668993,5.125713759752185,0.29410134421838435,232.7553893835921,2.417208162535236,3
4.52981084694909,5.566891974980046,0.3265637803982594,248.31508387151104,1.5987939982883206,2
7.1920684244898165,6.45356002690299,0.21605735802841858,246.52096378312268,3.556691964466043,2
7.926031986482633,4.451509363227629,0.28874104099410514,234.19853278740672,1.7136106696744124,3
9.98132359371843,1.0123546019865817,0.34184074548098436,215.0942234304617,1.9493944218298598,3
3.0837491600932623,6.891745726863247,0.30874142223768414,262.67843802736184,2.599842867184117,2
4.096031524888597,0.3410876071364557,0.2962600215865837,228.34798996388105,3.7683173617722794,3
9.250006576587458,0.8132293453469277,0.324226869387309,215.8352117271537,1.9584364518780824,3
2.3911566853409116,2.2203182553673138,0.3232999130215767,237.0311646434714,2.0562981167197476,3
2.7498041900927594,0.1624565217376741,0.33474839902383335,227.8807748119054,4.13679960685457,3
6.107064871019711,4.17726625198283,0.3114669193612987,236.9737185330937,0.8761358320740817,3
5.720603072334592,2.053202386101872,0.30500244166192847,228.51363204490153,1.4175879763341612,3
1.3828988439747414,1.6065274246038195,0.35388474019231564,232.44501690880224,2.4493904500414603,3
9.186032261200959,1.4047911600107028,0.3471198089086801,218.62613421475646,1.3555746115358684,3
1.134283727635973,3.120538330423611,0.36438633659823383,238.2967543305137,0.8508793632900398,3
2.6162994734108382,5.126524317316888,0.3290386170788003,254.3070001787788,0.8320214090992692,2
1.2208187148982708,3.1346161275498954,0.3333298621549571,243.73480029989045,0.8673180930316029,2
4.100683192279541,0.2058037654714706,0.28124961347492805,228.23554982841543,3.902259771422674,3
0.20624457805945018,7.071368079655634,0.30605001544363414,248.94538148470164,3.479904262444261,2
0.3899847135021939,4.130254872152899,0.3440999264934728,239.4376145279269,0.4582811671335625,1
8.106091918234814,3.71810993597862,0.2832004867637998,230.26654812547216,1.0007002839896604,3
1.6627562268690144,7.9045295710645105,0.31701523251548464,259.71340978041593,3.7662336257457874,2
8.741334144779941,3.9426887727826614,0.2765466428311363,228.87028378486673,1.2344192808266685,3
2.94555219400223,5.352773427375583,0.3061181150917226,252.4493572153464,1.0544952849452525,2
1.4462961220233406,3.2847118418757635,0.35688236720255273,243.10972768910406,0.7911190941338342,1
6.60003125280673,0.583059397941355,0.29354910241308124,222.4740210646679,2.515906944296208,3
0.7544831596947743,2.8399363873631938,0.33152409384292875,236.72230714150209,0.9856562992854707,3
3.8904994440152816,5.180694044357535,0.32225459257369343,253.08571966404946,1.0162052229305676,2
3.61789375407895,6.84377075129641,0.31318509881029893,259.891054087138,2.6196782228893376,2
9.022346219060365,7.687305205655567,0.24179810714868347,249.5387223557376,4.951568347818639,2
8.616340824787851,0.8412567708721106,0.32077605577838775,219.19334207018377,1.8609603399157093,3
9.678956486619184,6.510848831728237,0.2851320121678373,235.41207395638864,3.6404765015528002,3
4.2995339456740345,5.128464045025613,0.3183528574765712,251.03693142629362,1.0814212225848348,2
0.21160745714858153,6.2786475771602825,0.2868416126364416,248.77636023078367,2.684816296552677,2
4.940771721521113,3.2051489671931686,0.3316570630614682,238.51552725795938,0.6039667837288438,1
6.186610413059847,2.453740526773517,0.34592937882199887,228.85323926593773,0.8133513849455483,3
1.0291945381261824,2.4717936899634267,0.32313070170014513,238.92293993002136,1.4611065950833697,3
8.142201794616092,2.8153756433230646,0.3390385230496045,227.49181082286293,0.10113821063335049,1
7.916586215699768,0.27496000235102436,0.2881199693263148,218.18567012878685,2.464226004325669,3
1.8369385634755397,0.19497465929906177,0.3198496033978955,223.03052229249639,3.9869299820993183,3
2.902036895558764,5.091437880375579,0.35828483846056036,251.39464380112526,0.7921249034153401,1
4.680642982481804,3.8739590267991604,0.34506302033601816,246.5040303925159,0.038197171259751084,1
9.880065857545896,0.9696533889215253,0.3378142162395305,217.8465369004949,1.959670546920326,3
8.741306762323317,2.344674563995677,0.33491236182107015,221.3008206522461,0.3635931827358547,1
3.539613662514085,4.686303620687109,0.3456845842034995,247.78027024779607,0.4481083853464938,1
1.0687676071143237,5.175594866365351,0.33837869423094147,249.85903041037068,1.228009875331058,2
7.646324360172947,0.720589231361215,0.33551835030039384,216.23062222894492,2.064149510758736,3
1.9299825534676907,0.1866257416494923,0.30617236371356743,231.04877636628444,4.015982774712833,3
6.762825054763182,3.455952421731487,0.2783545566739429,232.8298135323336,0.41786703914309786,1
6.72588536433421,1.6812043658775604,0.325156001086531,223.6826409624274,1.3703817889834529,3
2.718389705791897,6.046291756864745,0.31365106440069707,257.20893096923203,1.7477592739869747,2
1.6979389260956035,2.038459514596502,0.3340193134276375,236.91513620773145,2.1091402053406956,3
4.964878011868695,4.180828643202286,0.3103642237625899,244.88412262261315,0.38162211286976655,1
3.0040262293472852,5.093669694344814,0.37164640018538797,252.06714008186947,0.7975166112013437,1
7.671381101496452,7.0634465922361835,0.22638826010252278,243.9933942707507,4.2836265087535494,2
6.069351025106706,7.5168923235648935,0.24149256249341228,250.13158778397454,4.199483889849424,2
8.581018913869276,3.861911471004639,0.321588141779927,229.79661257659058,1.1607086377982645,3
1.7823517574747039,4.41416380376945,0.3564367136348577,249.73233342411675,0.24525725332280945,1
8.12728240858404,6.306736869911455,0.2527141453884701,242.94726262958247,3.5912270477559365,2
1.04513045009604,5.638749993790418,0.3113057552976271,248.8814475812214,1.6999106733858738,2
4.290379587721405,2.814228451984196,0.30601249334193864,239.19917355371314,1.2357760054719824,3
5.3169997654016585,2.445532291026125,0.32923873668772136,234.23684190428122,1.203750600425955,3
4.9006377755604795,3.0439719189590804,0.3161205622416168,239.64171688966186,0.7815175836291144,1
4.07587100351479,3.8180295539051645,0.33617853725062485,249.14873561970873,0.2971420797522262,1
7.49748634063107,0.262105108615021,0.32356456680191387,210.49124536381638,2.5546733293911803,3
9.503229492048634,7.078267055045064,0.29960785447963023,240.21712936679572,4.253001293340885,2
