x_km,y_km,elevation_m
0.0,0.0,210.0000220229232
0.20408163265306123,0.0,210.65237135485285
0.40816326530612246,0.0,211.30038312420638
0.6122448979591837,0.0,211.93974496973107
0.8163265306122449,0.0,212.5662035703158
1.0204081632653061,0.0,213.17559342755578
1.2244897959183674,0.0,213.76386515101385
1.4285714285714286,0.0,214.32711305018879
1.6326530612244898,0.0,214.8616018289121
1.836734693877551,0.0,215.36379216730782
2.0408163265306123,0.0,215.83036496433607
2.2448979591836737,0.0,216.25824400187915
2.4489795918367347,0.0,216.64461678184534
2.6530612244897958,0.0,216.98695328425768
2.857142857142857,0.0,217.28302240082655
3.0612244897959187,0.0,217.53090581932932
3.2653061224489797,0.0,217.72900917300564
3.4693877551020407,0.0,217.87607032854697
3.673469387755102,0.0,217.97116476627335
3.8775510204081636,0.0,218.01370810385308
4.081632653061225,0.0,218.0034559239542
4.285714285714286,0.0,217.9405011764938
4.4897959183673475,0.0,217.82526952473887
4.6938775510204085,0.0,217.65851307696906
4.8979591836734695,0.0,217.4413029777792
5.1020408163265305,0.0,217.17502131433028
5.3061224489795915,0.0,216.8613527172251
5.510204081632653,0.0,216.50227590478087
5.714285714285714,0.0,216.10005524326363
5.918367346938775,0.0,215.65723219227456
6.122448979591837,0.0,215.17661629856357
6.326530612244898,0.0,214.66127522117102
6.530612244897959,0.0,214.11452314347358
6.73469387755102,0.0,213.53990687600475
6.938775510204081,0.0,212.9411889914881
7.142857142857143,0.0,212.32232746232492
7.346938775510204,0.0,211.68745148005297
7.551020408163265,0.0,211.04083340360643
7.755102040816327,0.0,210.38685707744096
7.959183673469388,0.0,209.72998304647444
8.16326530612245,0.0,209.0747114381219
8.36734693877551,0.0,208.42554345439373
8.571428571428571,0.0,207.7869425010877
8.775510204081632,0.0,207.16329597092883
8.979591836734695,0.0,206.55887860002852
9.183673469387756,0.0,205.97781814998444
9.387755102040817,0.0,205.4240639564755
9.591836734693878,0.0,204.90135865771256
9.795918367346939,0.0,204.41321319983982
10.0,0.0,203.9628850338163
